button,category,movie_name,card_title,price,sold_date
Add to cart,posters,EROTIKON (1929),"Pre-War Belgian (23"" x 33""); Very Fine+ on Linen",$95,
Add to cart,posters,WHO FRAMED ROGER RABBIT (1988),One Sheet Poster,$145,
Sold Archive,posters,DRACULA A.D. 1972 (1972),Cinema Poster Live Auction June 2018 UK Quad Poster Artwork (1972),"£12,300","Sold on 28 May, 2018"
Sold Archive,posters,REAR WINDOW (1954),"Poster Live Auction - Fall 2022 Lot #314 - Poster Live Auction - US One-Sheet, 1954","£6,875","Sold on 2 Sep, 2022"
Add to cart,posters,WHO FRAMED ROGER RABBIT (1988),1989 Amblin Entertainment Christmas Card,£75,
Sold Archive,posters,STAR WARS: A NEW HOPE (1977),"Cinema Poster Live Auction - Winter 2021 Charles Lippincott Collection: Special Art Poster, 1976","£3,750","Sold on 22 Nov, 2021"
Add to cart,posters,STAR WARS: THE COMPLETE SAGA (1976-0),Triennale Di Milano Poster - Star Wars the Show,$95,
Sold Archive,posters,STAR WARS: A NEW HOPE (1977),Cinema Poster Live Auction June 2018 Israeli 1-Sheet Poster (1977),"£9,225","Sold on 22 May, 2018"
Add to cart,posters,STAR WARS: THE EMPIRE STRIKES BACK (1980),Two Cast and Crew Credits Folder,$195,
Sold Archive,posters,ALIENS (1986),Entertainment Memorabilia Live Auction - London - 2020 Full-size Promotional Alien Queen,"£25,000","Sold on 2 Dec, 2020"
Sold Archive,posters,BREAKFAST AT TIFFANY'S (1961),"Online Collectible Posters Auction: US May 2023 Lot # 29 - One-Sheet (26"" x 41""); Fine- on Linen","$5,312","Sold on 19 Apr, 2023"
Add to cart,posters,TOP GUN (1986),35mm Trailer Reel,$645,
Sold Archive,posters,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction - London - 2019 Brothers Hildebrandt UK Quad Poster,"£6,765","Sold on 27 Sep, 2019"
Add to cart,posters,DRACULA (1958),Dracula Door Panel Poster,$395,
Add to cart,posters,"ABYSS, THE (1989)",Set of Lobby Cards,£95,
